
CreateMeshBuilder ;Railtop Links
AddVertex,-0.7154,0.00,0.0545,
AddVertex,-0.7753,0.00,0.0591,
AddVertex,-0.5970,0.00,1.7261,
AddVertex,-0.6569,0.00,1.7300,
AddVertex,-0.4955,0.00,3.4010,
AddVertex,-0.5554,0.00,3.4043,
AddVertex,-0.4110,0.00,5.0787,
AddVertex,-0.4710,0.00,5.0814,
AddVertex,-0.3437,0.00,6.7588,
AddVertex,-0.4037,0.00,6.7609,
AddVertex,-0.2935,0.00,8.4406,
AddVertex,-0.3535,0.00,8.4421,
AddVertex,-0.2605,0.00,10.1238,
AddVertex,-0.3205,0.00,10.1247,
AddVertex,-0.2448,0.00,11.8077,
AddVertex,-0.3048,0.00,11.8080,
AddVertex,-0.2463,0.00,13.4918,
AddVertex,-0.3063,0.00,13.4915,
AddVertex,-0.2651,0.00,15.1756,
AddVertex,-0.3251,0.00,15.1747,
AddVertex,-0.3012,0.00,16.8586,
AddVertex,-0.3611,0.00,16.8570,
AddVertex,-0.3544,0.00,18.5402,
AddVertex,-0.4144,0.00,18.5380,
AddVertex,-0.4248,0.00,20.2199,
AddVertex,-0.4848,0.00,20.2171,
AddVertex,-0.5123,0.00,21.8972,
AddVertex,-0.5722,0.00,21.8937,
AddVertex,-0.6168,0.00,23.5715,
AddVertex,-0.6767,0.00,23.5675,
AddVertex,-0.7383,0.01,25.2424,
AddVertex,-0.7981,0.01,25.2377,
AddFace,3,2,0,1,
AddFace,5,4,2,3,
AddFace,7,6,4,5,
AddFace,9,8,6,7,
AddFace,11,10,8,9,
AddFace,13,12,10,11,
AddFace,15,14,12,13,
AddFace,17,16,14,15,
AddFace,19,18,16,17,
AddFace,21,20,18,19,
AddFace,23,22,20,21,
AddFace,25,24,22,23,
AddFace,27,26,24,25,
AddFace,29,28,26,27,
AddFace,31,30,28,29,
SetColor,180,190,200,

CreateMeshBuilder ;Railtop Rechts
AddVertex,0.7753,0.00,-0.0591,
AddVertex,0.7154,0.00,-0.0545,
AddVertex,0.8948,0.00,1.6277,
AddVertex,0.8349,0.00,1.6316,
AddVertex,0.9972,0.00,3.3179,
AddVertex,0.9373,0.00,3.3212,
AddVertex,1.0824,0.00,5.0109,
